丨フ一一一丨一丿丶	是
一丨丨丿丨フ丿	花
一丨一丨丿丨一フ	花
一丨一丨丿丨丿フ	花
一丨一丨丿丨フ丿	花
丨一一丨丿丨一フ	花
丨一一丨丿丨丿フ	花
丨一一丨丿丨フ丿	花
丿フ丨フ一丨一丶丶丶丶	魚
丨フ丿丶丿丶	肉
一丨丨丿丶丶丿一丨丿丶	菜
一丨丨丿丿丶丶一丨丿丶	菜
一丨一丨丿丿丶丶一丨丿丶	菜
一丨一丨丿丶丶丿一丨丿丶	菜
丨一一丨丿丿丶丶一丨丿丶	菜
丨一一丨丿丶丶丿一丨丿丶	菜
フ丨一丿丶丨フ一丨一丶	蛋
丨フ一フ丨	叫
丨フ一一丨一	吐
一一丿丶丨フ一	吞
丨フ一丿丶丿一丨	呼
丨フ一丿フ丶	吸
丨フ一丿フフ丶	吸
丨フ一丿フ丿丶	吹
丨フ一丨フ一一丨フ一一	唱
丿丶丶丿一丨丿丶丿丿丿	彩
丿丿丶丶一丨丿丶丿丿丿	彩
丶丶一丨丿丶丿	沙
一一丨一丨フ一一丨一一	理
一一丨一丨フ一一一丨一	理
丿一丶丿一丶丨フ一一一一丿丨	算
フ一フフ一フ一丨丨一丿丶丶フ丶	選
フ一フフ一フ一丨丨一丿丶丶丶フ丶	選
フ一フフ一フ一丨丨一丿丶丶フフ丶	選
丶丶丨フフ丨一丨フ一一一丿丶	慣
丨丶丶フフ一丨丨フ一一一丿丶	慣
丨丶丶フフ丨一丨フ一一一丿丶	慣
丶丨丶フフ一丨丨フ一一一丿丶	慣
丶丨丶フフ丨一丨フ一一一丿丶	慣
丶丶丨フフ一丨丨フ一一一丿丶	慣
丿一一丨フ丨フ一丿丶	缺
丿丶フ丶	乏
丿丶一丿丶	乏
丿丨一丨丨フ一	估
丿丨一丿フ丶丨丨	例
丿丨丨フ一丿一一丿丶	候
丿丨フ一一丶フフ丶	侵
丿丨丨フ一一丨丿丶	保
丿丿丨丿丶丿丶丨一丿丶	從
一丨フ一丶丿一	豆
丶一丨フ一丶フ丿一一フ	毫
丿一一丨一	生
丶一丿丶一一丨フ丿丶	病
一丨丨丶丶一丿フ丶丨フ一	落
一丨一丨丶丶一丿フ丶丨フ一	落
丨一一丨丶丶一丿フ丶丨フ一	落
一丨丨丿丨フ一一フフ丶フフ丶一丨丿丶	藥
一丨一丨丿丨フ一一フフ丶フフ丶一丨丿丶	藥
丨一一丨丿丨フ一一フフ丶フフ丶一丨丿丶	藥
丶フ丨丶丨フ一一一丿フ	視
一一丨丿丶丨フ一一一丿フ	視
丿フ丿フ一一丨フ丿丿一一丨	解
丿フ丿フ一丨一フ丿丿一一丨	解
フ丶丨フ一一丨丶フ丶	通
フ丶丨フ一一丨丶丶フ丶	通
フ丶丨フ一一丨丶フフ丶	通
丶丶フフ丿一	安
一丨一一丿フフ丿丶	城
一丨一一丿フフ丶丿	城
丨フ丨	山
一丨丨丨フ一一一丿丶	莫
一丨一丨丨フ一一一丿丶	莫
丨一一丨丨フ一一一丿丶	莫
丨フ一丨フ一一フ丿丶一	國
丨フ一丨フ一一フ丶丿一	國
丨フ一丨一丨フ一丿丨丿丶一	園
丨フ一丨一丨フ一丿フ丿丶一	園
丨丶丿丶フ丨フ一一丨一	堂
一丨一丨フ一一一丿フ丿丿	場
フ丨一丿丿フ丶丶一丨丶一丿丶丶	獎
フ丨一丿丿フ丶一一丨丶一丿丶丶	獎
フ一丿一丨丨一フ丿丶	展
丶一丨フ丨	市
フ一一一一丨フ丶	建
フ一一一一丨フフ丶	建
丨フ一一丿一一丨一	星
丨フ一丨一丿丶丿丨	界
丿一丶丿一丶フ一一フ丶フ丨	節
丿一丶丿一丶丿丨フ一一一一フ丨	節
丿一丶丿一丶丿丨フ一一一フフ丨	節
丿一丶丿一丶丿丨フ一一丿フフ丨	節
丿一丶丿一丶丿丨フ一一フ丿フ丨	節
丿丿丨一丨一一丨一一一丨	街
丿丨丶一一一丨一フ丶	隻
丶一一一丨フ一一丨一丨フ丨丨一丨フ一一一丿丶	讀
一一一一丨フ一一丨一丨フ丨丨一丨フ一一一丿丶	讀
一一一一丨フ一一丨一丨フ丿フ一丨フ一一一丿丶	讀
丶一一一丨フ一一丨一丨フ丿フ一丨フ一一一丿丶	讀
一一丨一フ丶	式
一丨一	工
一丨一	土
一丨一	士
一丨丿丶	木
丿丶一一丨丶丿一	金
一丿丨フ一	石
一丨丨丿丶一丨丿丶	茶
一丨一丨丿丶一丨丿丶	茶
丨一一丨丿丶一丨丿丶	茶
丶一丿フ丶丿丿丶フ一フ丿フフ丶	廢
丶一丿フ丶丶丿丿フ一フ丿フフ丶	廢
一丨一丶一丶丿一	垃
一丨一丿フ丶	圾
一丨一丿フフ丶	圾
丶丶フ一丨一丿丶	定
丶丶フ丿丶丿丶丨フ一	容
フ一丿一丨丨フ一	居
丶フフ丿丶	永
丨フ一一一丿一丨一丨丨一一	睡
丨フ一一一丿一丨一丨一丨一一	睡
丨フ一一一丿一丨丨一一丨一一	睡
丶一丶丿一丨フ一一丿フ	竟
一丨フ丨丶丶丶丶	雨
一丨フ丨丶一丿丶	雨
丶一丶丿丨フ丿丿フ丶丿丨一一	齊
丶一丶丿丨フ丿丿フ丶丿一一丨	齊
丿フ丿丨フ一丨一丶	風
丿フ一丨フ一丨一丶	風
一丨フ一丨フ一丨フ一フ	區
丿フ一一丶丿一一丿丶フ丿	勝
丿フ一一丿丶一一丿丶フ丿	勝
丿フ丶丶丿丶一一丿丶フ丿	勝
丿フ丶丶丶丿一一丿丶フ丿	勝
丿フ丨フ一一一丿丶	負
フ丿丨フ一一一丿丶	負
丨フ一一一丿丶丿一丿丶	敗
丿一丿丨	升
丿丿一丨	升
一丨フ丿フ丿フ丿	協
丿フ一丿フフ	危
フ丶フ丶フ丶丿丶丿丿丿	參
丿フ一一丿フ一一	朋
丿フ一一丿フ丶丶	朋
丿フ丶丶丿フ一一	朋
丿フ丶丶丿フ丶丶	朋
一丿フ丶	友
丨フ一一一丨丿丶	味
一丨一一丨一一丨丶丿丨フ一一丨フ丨	幫
一丨一一フ一フ	拒
一丨一一丨フ一一	拒
フフ丶丶丶丶丿フ一フ	紙
フフ丶丨丿丶丿フ一フ	紙
一丨一フ丨一丿丿フフ丶一丨丨一一一	聲
丶一一一丨フ一一丨フ一丨フ一	語
一一一一丨フ一一丨フ一丨フ一	語
一一一一丨フ一一フ丨一丨フ一	語
丶一一一丨フ一一フ丨一丨フ一	語
丶一丶丿一丨フ一フ丨	部
丶一丶丿一丨フ一フフ丨	部
フ丨丶一丶丿一丨フ一	陪
フフ丨丶一丶丿一丨フ一	陪
丶フ丨丶丨フ一丨丨一一丨フ一丶丿一	禮
一一丨丿丶丨フ一丨丨一一丨フ一丶丿一	禮
丶一一一丨フ一丶一丶丿一丨フ一一フ丿丶	識
一一一一丨フ一丶一丶丿一丨フ一一フ丿丶	識
一一一一丨フ一丶一丶丿一丨フ一一フ丶丿	識
丶一一一丨フ一丶一丶丿一丨フ一一フ丶丿	識
一丨丨フ一一一丨丿一フ	乾
丶丶一丨フ一一フフ丶フフ丶丶丶丶丶	濕
丿フ丨フ一丨一丶丶丶丶丶丿一一一丨	鮮
丿丶丶丿フ丶丨フフ丶フ丶フ	亂
丿丿丶丶フ丶丨フフ丶フ丶フ	亂
丿丨丿一一丨	件
丿丨一丨丨一丿丶	供
丿丨一丨丨一丿丨フ一一丨	備
丿丨一丨丨一丿丿フ一一丨	備
フ丶フ丨丿丿フ丶フ丿	務
フ丶フ丨丿丿一丿丶フ丿	務
一丨一丿丶一丨一丿フ丶フ丿	勢
一丨一丿丶一丨一フ丿丶フ丿	勢
一丨一丿フ一丨一丿フ丶フ丿	勢
一丨一丿フ一丨一フ丿丶フ丿	勢
一丿丶丿丨丶一一一丨一一丨丶	奪
一丿丶丿丨丶一一一丨一丨フ一丨一	奮
一丿一丨フ一フ丿丶丶フ丶丶	感
一丿一丨フ一丶フ丶丶フ丿丶	感
一丿一丨フ一丶フ丶丶フ丶丿	感
一丿一丨フ一フ丶丿丶フ丶丶	感
丿丶一丨フ一丨フ丨丨一	盒
丿一丶丿一丶丿丶一丨フ一	答
フフ丶丶丶丶丿フ丶	約
フフ丶丨丿丶丿フ一	約
フフ丶丨丿丶丿フ丶	約
フフ丶丶丶丶丿フ一	約
丶丿一一丨一丿一丨一フ丿丶	義
丶丿一一丨一丿一丨一フ丶丿	義
丶一一一丨フ一フ一フ	記
一一一一丨フ一フ一フ	記
丨フ一丨一丨一丿丶一フ丿丶	跳
丨フ一丨一フ丿丶一フ丿丶	跳
一丶フ丨丶丶丶丶丨フ一一フ	電
一丨フ丨一一一一丨フ一一フ	電
一丨フ丨丶一丿丶丨フ一一フ	電
一丨フ丨丶丶丶丶丨フ一一フ	電
一丶フ丨一一一一丨フ一一フ	電
一丶フ丨丶一丿丶丨フ一一フ	電
丿丶一一丨丶丿一一丨丨一丨フ一一	錯
丶一丶丿一丨フ一一	音
丿丨一フ丶一丨一丨丨	倒
丿丨一丨丨フ一一一一	值
丿丨一丿丨フ一一一一	值
丿丨丶フ一丿丨フ一丨丨	偏
丿丨一フ一丿丨フ一丨丨	偏
丿丨丿丿フ一丨フ一丨丨	偏
丿丨丿丶一丨フ一一丨丨	偷
丿丨丿丶一丿フ一一丨丨	偷
一丿フ丶丨丨	列
丨丶丿一丿フ	光
丨フ一丨フ一丨フ一	品
フ丿丨フ丶	皮
丿フ丨フ丶	皮
丨フ一丨フ一一丿フ一丨丨一一一丿一丿丶	嚴
丨フ一丨フ一一丿一丨一丨丨一一一丿一丿丶	嚴
一丨一丶丿丨フ丨丶丿一丨フ一一	增
一丨一丿丶丨フ丨丶丿一丨フ一一	增
丶丶丨一一丨一丨フ一一	情
丨丶丶一一丨一丨フ一一	情
丨丶丶一一丨一丨フ丨一	情
丨丶丶一一丨一丿フ一一	情
丶丨丶一一丨一丨フ一一	情
丶丨丶一一丨一丨フ丨一	情
丶丨丶一一丨一丿フ一一	情
丶丶丨一一丨一丨フ丨一	情
丶丶丨一一丨一丿フ一一	情
一丨一丨丨一一一丿一丿丶	敢
フ一丨丨一一一丿一丿丶	敢
一丿フ丶丿フ	死
一丿フ丶一フ	死
一丿フ丶フ丿	死
一丨丶一丿丶丶	求
丶一丿丨丶一一一丨一	准
一丨丿丶一丨丿丶一一丨丿丶	禁
丿丿フ丶丶フ丶	返
一丿フ丶丶フ丶	返
一丿フ丶丶丶フ丶	返
一丿フ丶丶フフ丶	返
丿丿フ丶丶丶フ丶	返
丿丿フ丶丶フフ丶	返
一丨フ一丨フ丿一丨フ一丨フ一丨フ一	臨
丶一一一丨フ一丨フ一一一丨丿丶	課
一一一一丨フ一丨フ一一一丨丿丶	課
一丨一丶丿一一一丨丶フ丶	達
一丨一丶丿一一一丨丶丶フ丶	達
一丨一丶丿一一一丨丶フフ丶	達
フ丨丿丶一一丨丿丶	除
フフ丨丿丶一一丨丿丶	除
丶一丿丶フ丨丨フフ丶丿丨丶一一一丨一	離
丶一丿丶フ丨丨フ丨一丶丿丨丶一一一丨一	離
丿一一丿丶一丨フ一丶丿一	短
フ丶丿丿丶一丨フ一丶丿一丿フ	凳
フ丶丶丿丿一丨フ一丶丿一丿フ	凳
フ丿	刀
フ丶丶	叉
一丨フ丨丿丶丨丨	刺
丶丿フ一フ丨丿丨丨	剃
丶丿一丨フ一一丨丨フ丿	剪
丶丿一丨フ丶丶丨丨フ丿	剪
丶丿一丿フ一一丨丨フ丿	剪
丶丿一丿フ丶丶丨丨フ丿	剪
一丿丨フ一一丨フ一一一丿丶丶一丨一	壓
一丿丨フ一一丿フ一一一丿丶丶一丨一	壓
一丿丨フ一一丿フ丶一一丿丶丶一丨一	壓
一丿丶一丨フ一丨	奇
丶丶フ一フ丶一丨一	室
丶一丿一丨丨一一一一一丨一一丨丨フ丨丨一一丶フ丶丶	廳
丶一丿一丨丨一一一一一丨一一丿丨フ丨丨一一丶フ丶丶	廳
丶一丿一丨丨一一一丿一丨一一丨丨フ丨丨一一丶フ丶丶	廳
丶一丿一丨丨一一一丿一丨一一丿丨フ丨丨一一丶フ丶丶	廳
丶フ一丿丶一フ丿	房
一フ一丿丶一丿フ	房
一フ一丿丶一フ丿	房
丿丿フ一丶一丿フ	房
丿丿フ一丶一フ丿	房
丶フ一丿丶一丿フ	房
一丨フ丶	支
一丨フ一一一丨丿丿一丨丨フ一一	暫
丿丨一フ	片
フ一一一丨一丨フ一丨一一	畫
丶一丿丶一一丨一丨一	症
丶一一一丨フ一	言
一一一一丨フ一	言
丶一一一丨フ一丿丶一丨フ一丨丨	論
一一一一丨フ一丿丶一丨フ一丨丨	論
丶一フ丿丿一フ丨一丶フ丶	遊
丶一丿フ丿一フ丨一丶フ丶	遊
丶一丿フ丿一フ丨一丶丶フ丶	遊
丶一丿フ丿一フ丨一丶フフ丶	遊
丶一フ丿丿一フ丨一丶丶フ丶	遊
丶一フ丿丿一フ丨一丶フフ丶	遊
フ丨フ一一フ丿丶	限
フフ丨フ一一フ丿丶	限
丿丶丶フ一一フ丶丿フフ一フ	飽
丿丶一フ一一フ丶丿フフ一フ	飽
丿丶一フ一一丨一一丿フフ一フ	飽
丿丶丶フ一一丨一一丿フフ一フ	飽
一一一丿丶丨フ一一	春
一丿丨フ一一一丿フ丶	夏
丿一丨丿丶丶丿丿丶	秋
丿フ丶丶丶	冬
丿フ丶丶一	冬
一丶フ丨丶丶丶丶一一フ丶	雲
一丨フ丨一一一一一一フ丶	雲
一丨フ丨丶一丿丶一一フ丶	雲
一丨フ丨丶丶丶丶一一フ丶	雲
一丶フ丨一一一一一一フ丶	雲
一丶フ丨丶一丿丶一一フ丶	雲
丶一丶丿一丨フ一一一フ一フ一一一	龍
丶一丶丿一丿フ一一一フ一フ一一一	龍
丶一丶丿一丿フ丶一一フ一フ一一一	龍
丨フ一丨一丨一丿フ丿フ丿フ一一丨	嘴
丨フ一丨一フ一フ丿フ丿フ一一丨	嘴
丨フ一丨一フ一フ丿フ丿フ一丨一	嘴
丨フ一丨一フ丿フ丿フ丿フ一一丨	嘴
丨フ一丨一フ丿フ丿フ丿フ一丨一	嘴
丨フ一丨一フフ丿丿フ丿フ一一丨	嘴
丨フ一丨一フフ丿丿フ丿フ一丨一	嘴
丨フ一丨一丨一一フ丿フ丿フ一一丨	嘴
丨フ一丨一丨一一フ丿フ丿フ一丨一	嘴
丨フ一丨一丨一丿フ丿フ丿フ一丨一	嘴
丨フ一丨一丨一フ丿丿フ丿フ一一丨	嘴
丨フ一丨一丨一フ丿丿フ丿フ一丨一	嘴
丨フ一丨フ一一一	咀
一丨一丿丶一丨一丿フ丶丶丶丶丶	熱
一丨一丿丶一丨一フ丿丶丶丶丶丶	熱
一丨一丿フ一丨一丿フ丶丶丶丶丶	熱
一丨一丿フ一丨一フ丿丶丶丶丶丶	熱
丶一丨フ丿丶	冰
丶一丿丶丶フ丶	冷
丶一丿丶一フ丨	冷
丶一丿丶一フ丶	冷
丶一一丨フ一一丨丿丶	凍
一丨丿丶一丿丨丶	杯
丶丶一一丨フ丿フ一一	酒
丨フ一一丿丶丶丿一一丿フ丶	暖
丨フ一一丿丿丶丶一一丿フ丶	暖
丨フ一丨フ一一一丿丶	員
丶一丶丿丨フ丿丶丨フ一	商
丶一丶丿丨フ丿フ丨フ一	商
丶一フ丿丿一丿丶	放
丶一丿フ丿一丿丶	放
一丿丨フ一丶フ丿丨丶一一一丨一	確
丨一フ丿一フ丿フ丶丿フ	處
丿フ丿フ一一丨	角
丿フ丿フ一丨一	角
丿丶丶フ一一フ丶丿丶一一丨丿丶	餘
丿丶一フ一一フ丶丿丶一一丨丿丶	餘
丿丶一フ一一丨一一丿丶一一丨丿丶	餘
丿丶丶フ一一丨一一丿丶一一丨丿丶	餘
一丨丨丿フ丨フ一丿一丿丶丶一一一丨フ一	警
一丨丨丿フ丨フ一丿一丿丶一一一一丨フ一	警
一丨一丨丿フ丨フ一丿一丿丶一一一一丨フ一	警
一丨一丨丿フ丨フ一丿一丿丶丶一一一丨フ一	警
一丨丨一丿フ丨フ一丿一丿丶一一一一丨フ一	警
一丨丨一丿フ丨フ一丿一丿丶丶一一一丨フ一	警
丨一一丨丿フ丨フ一丿一丿丶一一一一丨フ一	警
丨一一丨丿フ丨フ一丿一丿丶丶一一一丨フ一	警
丿丨フ一一一丿	身
丨フ一丨一丨フ一一一丿丶	貴
丿丨丶一一一丨一丶フ丶	進
丿丨丶一一一丨一丶丶フ丶	進
丿丨丶一一一丨一丶フフ丶	進
フ丿丶丿丿フ丿丶丨	飛
フ丿丶丿丿丨フ丿丶	飛
丶丿一丿丨フ一一一	首
一丨丿丶一フ丨フ一フ丶一	極
一丨丿丶フ丨丨フ一フ丶一	極
一丨丿丶一丨フ丨フ一フ丶一	極
丶一丿一丨丨一丨フ丨	席
丶丶フ丶フ丶丶丨フ丨丨一一丨	寧
丶丶フ一一丨一丿一一丨フ丨丨フ一一一丿丶	寶
一丨フ一一丨一丶一丨丶	專
フ一一一丨一丨フ一一丨丶	尋
フ一丿丶丿丨フ丨丶丿一丨フ一一	層
フ一丿丿丶丨フ丨丶丿一丨フ一一	層
丿丨フ一一一フ丨フ丨	島
丿丶一丿丨フ丨	希
丶一丿フ丶フ丨	序
丿丿丨フ一一一一丨	律
一丨一丶一丶丿一フ丿一	接
一丨一フ丿丨フ一	招
丿丶一丿フ丨一丿一丿丶	敎
一丨一丿フ丨一丿一丿丶	教
丶丿一丨丿丶丶丶一丨	料
丶一丿丶一フ丶丨フ一一丨	痛
丿一丨丿丶丿丶丶丿丨フ丨一一	稱
丿一丨丿丶丿丿丶丶丨フ一丨一	稱
丿一丨丿丶丿丶丶丿丨フ一丨一	稱
一丨丨丨フ一丨フ一丿丨丶一一一丨一丨フ一一一丿フ	觀
一丨一丨丨フ一丨フ一丿丨丶一一一丨一丨フ一一一丿フ	觀
一丨丨一丨フ一丨フ一丿丨丶一一一丨一丨フ一一一丿フ	觀
丨一一丨丨フ一丨フ一丿丨丶一一一丨一丨フ一一一丿フ	觀
丶一一一丨フ一フ丿丶丶フ丶丶	認
一一一一丨フ一フ丿丶丶フ丶丶	認
丨フ一丨一丨一丿フフ一フ	跑
丨フ一丨一フ丿フフ一フ	跑
一丨フ一一一丨一フフフ一丨一	輕
フ丨一丿一丨一丨フ一一丶フ丶	隨
フ丨一丿一丨一丨フ一一丶丶フ丶	隨
フ丨一丿一丨一丨フ一一丶フフ丶	隨
フ丨一丿一丨一丿フ一一丶フ丶	隨
フ丨一丿一丨一丿フ一一丶丶フ丶	隨
フ丨一丿一丨一丿フ一一丶フフ丶	隨
フ丨一丿一丨一丿フ丶一丶フ丶	隨
フ丨一丿一丨一丿フ丶一丶丶フ丶	隨
フ丨一丿一丨一丿フ丶一丶フフ丶	隨
フフ丨一丿一丨一丨フ一一丶フ丶	隨
フフ丨一丿一丨一丨フ一一丶丶フ丶	隨
フフ丨一丿一丨一丨フ一一丶フフ丶	隨
フフ丨一丿一丨一丿フ一一丶フ丶	隨
フフ丨一丿一丨一丿フ一一丶丶フ丶	隨
フフ丨一丿一丨一丿フ一一丶フフ丶	隨
フフ丨一丿一丨一丿フ丶一丶フ丶	隨
フフ丨一丿一丨一丿フ丶一丶丶フ丶	隨
フフ丨一丿一丨一丿フ丶一丶フフ丶	隨
丨フ一一丨フ丨一丶丶フ丶	遇
丨フ一一丨フフ丶丶フ丶	遇
丨フ一一丨フフ丶丶丶フ丶	遇
丨フ一一丨フフ丶丶フフ丶	遇
丨フ一一丨フ丨一丶丶丶フ丶	遇
丨フ一一丨フ丨一丶丶フフ丶	遇
一一丨一丨フ一一丿丶丶丿フ一一丨	靜
一一丨一丨フ一一丿丿丶丶フ一一丨	靜
一一丨一丨フ丨一丿丿丶丶フ一一丨	靜
一一丨一丨フ丨一丿丶丶丿フ一一丨	靜
一一丨一丿フ一一丿丿丶丶フ一一丨	靜
一一丨一丿フ一一丿丶丶丿フ一一丨	靜
一丨丨丿フ丨フ一丿一丿丶一丨一一丨フ丶丶丶丶	驚
一丨丨丿フ丨フ一丿一丿丶丨一一一丨フ丶丶丶丶	驚
一丨一丨丿フ丨フ一丿一丿丶一丨一一丨フ丶丶丶丶	驚
一丨一丨丿フ丨フ一丿一丿丶丨一一一丨フ丶丶丶丶	驚
一丨丨一丿フ丨フ一丿一丿丶一丨一一丨フ丶丶丶丶	驚
一丨丨一丿フ丨フ一丿一丿丶丨一一一丨フ丶丶丶丶	驚
丨一一丨丿フ丨フ一丿一丿丶一丨一一丨フ丶丶丶丶	驚
丨一一丨丿フ丨フ一丿一丿丶丨一一一丨フ丶丶丶丶	驚
丿丿フ丶一丶丿フフ丶	般
丿丿フ丶丶一丿フフ丶	般
丿フ丿一一丿丶フ丶フ丨一丿丶	疑
一フ丿一一丿丶フ丶フ丨一丿丶	疑
フ丿丿一一丿丶フ丶フ丨一丿丶	疑
一丨丨一丿丨フ一丶フ丶丶	惹
一丨一丨一丿丨フ一丶フ丶丶	惹
丨一一丨一丿丨フ一丶フ丶丶	惹
丿丶丶丿フ丿一	妥
丿丿丶丶フ丿一	妥
フ丿一丶一フ丿	妨
フ丿一丶一丿フ	妨
一丿一フ丿一フ丿丶	威
一丿一フ丿一フ丶丿	威
丶丶フフ丨一	字
フ丨一丶一フ丿丿丶	孩
丿丨丿フ丨フ一一一丿丶	貨
丿丨一フ丨フ一一一丿丶	貨
丿丨フ丿丨フ一一一丿丶	貨
フ一フ一フ	民
丶一丿丿丨一丨丶	府
丶一丿丨フ一一一丿丶丨丨	廁
フ一フ丨	引
丶一一一丨フ一フフ丶丶丶丶フフ丶丶丶丶フ一フ	彎
一一一一丨フ一フフ丶丨丿丶フフ丶丨丿丶フ一フ	彎
一一一一丨フ一フフ丶丨丿丶フフ丶丶丶丶フ一フ	彎
一一一一丨フ一フフ丶丶丶丶フフ丶丨丿丶フ一フ	彎
一一一一丨フ一フフ丶丶丶丶フフ丶丶丶丶フ一フ	彎
丶一一一丨フ一フフ丶丨丿丶フフ丶丨丿丶フ一フ	彎
丶一一一丨フ一フフ丶丨丿丶フフ丶丶丶丶フ一フ	彎
丶一一一丨フ一フフ丶丶丶丶フフ丶丨丿丶フ一フ	彎
フ丿丶丶フ丶丶	忍
一丨一丶一丨フ一丨フ丨フ一	搞
一丨丶一丿丶丶丿一丿丶	救
丨フ一一一丨丨一丿丶丨丶一丿丶	暴
丶丶一一丨フ一丨	河
丿一丨丨フ一一丨丨一一	甜
一一丨丨フ一一丨丨一一	甜
一丨フ丿フ一一フ丶丿丶丿フ丶	酸
一丨フ丿フ一一フ丶丿フ丿フ丶	酸
一丨丨一丨丨フ一	苦
一丨一丨一丨丨フ一	苦
丨一一丨一丨丨フ一	苦
丶一丶丿一一丿一丨フ一丨丿丶	辣
丨一丨フ丿丶丶丶丶丶一一丿一丨フ一フ丿丶	鹹
丨一丨フ丿丶丶丶丶丶一一丿一丨フ一フ丶丿	鹹
丿フ一一丿フ一丿丿丶丶一一一丨フ一	膽
丿フ一一丿フ一丿丿丶一一一一丨フ一	膽
丿フ一一丿フ一丿丿フ一一一一丨フ一	膽
丿フ一一丿フ一丿丿フ丶一一一丨フ一	膽
丿フ丶一丿フ一丿丿丶一一一一丨フ一	膽
丿フ丶一丿フ一丿丿丶丶一一一丨フ一	膽
